备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025001961,中文：活络油 ;英文/拉丁文：/,国药准字ZC20160010,中文名称：英吉利制药厂有限公司;英文名称：YING KUT LEE MEDICINE FTY. LTD.,香港九龙大角咀埃华街28号永利工业大厦13字楼A座,中文名称：英吉利制药厂有限公司;英文名称：YING KUT LEE MEDICINE FTY. LTD.,九龙油塘高辉道17号油塘工业城B2座11字楼8，9，12室,北京佳禾乐康科技有限公司,北京市丰台区航丰路8号院2号楼-1层21号,将每瓶装60ml规格的有效期由“24个月”变更为“36个月”，同时对药品说明书及包装标签中【有效期】项做相应修订。,2025-08-12,国家药品监督管理局药品审评中心,已备案
国备2025002102,中文：注射用双羟萘酸曲普瑞林;英文/拉丁文：Triptorelin Pamoate for Injection,国药准字HJ20230075,中文名称：IPSEN PHARMA ;英文名称：IPSEN PHARMA,70 rue Balard - 75015 Paris – France,中文名称：Debiopharm Research & Manufacturing SA;英文名称：Debiopharm Research & Manufacturing SA,Rue du Levant 146- 1920 Martigny- Switzerland,益普生（天津）医药商贸有限公司,天津市和平区小白楼街大连道1号宝融大厦2号楼312室,MAH注册地址变更为70 rue Balard - 75015 Paris – France ;邮政编码变更为75015。,2025-08-22,国家药品监督管理局药品审评中心,已备案
Y国备2025002132,中文：枸橼酸西地那非;英文/拉丁文：Sildenafil Citrate,Y20190000581,中文名称：Hetero Drugs Limited;英文名称：Hetero Drugs Limited,"7-2- A2, Hetero Cor porate, Industrial Estates, Sanath Nagar, Hyderabad-500018, India","中文名称：Hetero Drugs Limited, Unit-I;英文名称：Hetero Drugs Limited, Unit-I","Sy.No. 213, 214 & 255, Bonthapally Village, Gummadidala Mandal, Sangareddy District, Telangana, India.",熙德隆药业（北京）有限公司,北京市朝阳区望京东园四区6号楼27层2701号05,变更包装规格，增加规格：26kg/桶。27kg/桶。28kg/桶。29kg/桶。变更后的包装规格为“1Kg/桶。2Kg/桶。3Kg/桶。4Kg/桶。5Kg/桶。6Kg/桶。7Kg/桶。8Kg/桶。9Kg/桶。10Kg/桶。15Kg/桶。20Kg/桶。25Kg/桶。26kg/桶。27kg/桶。28kg/桶。29kg/桶。30Kg/桶。35Kg/桶。40Kg/桶”,2025-08-27,国家药品监督管理局药品审评中心,已备案
国备2025002309,中文：吲哚美辛搽剂;英文/拉丁文：Indometacin Liniment,国药准字HJ20150628,"中文名称：无;英文名称：Kowa Company, Ltd.","6-29 Nishiki 3-Chome, Naka-ku, Nagoya","中文名称：无;英文名称：Kowa Company, Ltd., Hamamatsu Factory","3-1, Shin-Miyakoda 1-chome, Hamana-ku, Hamamatsu, Shizuoka, JAPAN",兴和制药（中国）有限公司,江苏省常州市新北区紫苏路1号,"改变不涉及技术审评的药品注册证书载明事项，具体为：修订药品生产厂的地址表述，由“3-1, Shin-Miyakoda 1-chome, Kita-ku, Hamamatsu, Shizuoka, JAPAN”修订为“3-1, Shin-Miyakoda 1-chome, Hamana-ku, Hamamatsu, Shizuoka, JAPAN”，实际生产场地不发生变更。",2025-09-12,国家药品监督管理局药品审评中心,已备案
国备2025002164,中文：注射用维得利珠单抗;英文/拉丁文：Vedolizumab for injection,国药准字SJ20200006,中文名称：无;英文名称：Takeda Pharma A/S,"Delta Park 45, 2665 Vallensbaek Strand, Denmark",中文名称：无;英文名称：Takeda Pharmaceutical Company Ltd.,"4720 Mitsui, Yamaguchi Prefecture,743-8502 Hikari, Japan",武田（中国）国际贸易有限公司,中国（上海）自由贸易试验区美盛路56号2层220室,在已批准的Lonza原液生产厂新增工作细胞库WCB 1000401314和1000411651。,2025-08-30,国家药品监督管理局药品审评中心,已备案
Y国备2025002120,中文：盐酸普拉克索;英文/拉丁文：Pramipexole Dihydrochloride,Y20170001180,中文名称：Hetero Drugs Limited;英文名称：Hetero Drugs Limited,"7-2-A2, Hetero Corporate, Industrial Estates, Sanath Nagar, Hyderabad-500018, India","中文名称：Hetero Drugs Limited, Unit-Ⅰ;英文名称：Hetero Drugs Limited, Unit-Ⅰ","Sy. No. 213, 214 & 255, Bonthapally Village, Gummadidala Mandal, Sangareddy District, Telangana, India",熙德隆药业（北京）有限公司,北京市朝阳区望京东园四区6号楼27层2701号05,1. 延长药品的有效期从18个月至36个月.,2025-08-26,国家药品监督管理局药品审评中心,已备案
国备2025002098,中文：注射用醋酸曲普瑞林;英文/拉丁文：Triptorelin Acetate for Injection,国药准字HJ20140298,中文名称：无;英文名称：Ipsen Pharma,70 rue Balard - 75015 Paris – France,中文名称：无;英文名称：IPSEN PHARMA BIOTECH,"Parc d'activites du Plateau de Signes, Chemin Departemental n°402- 83870 Signes, France",益普生（天津）医药商贸有限公司,天津市和平区小白楼街大连道1号宝融大厦2号楼312室,"1. 将本品药品补充申请批准通知书（编号：2025B03749）中的规格描述由“3.75mg（以C₆₄H₈₂N₁₈O₁₃计）”更正为“3.75mg（按C₆₄H₈₂N₁₈O₁₃计）”。
2. 将说明书和外盒上市持有人地址从“65, quai Georges Gorse - 92100 Boulogne-Billancourt-France”变更为“70 rue Balard - 75015 Paris – France”；说明书中上市持有人邮编从“92100”变更为“75015”。
3.根据本品补充申请批准通知书（通知书编号：2025B03749）所附说明书，更新外盒【规格】、【性状】、【贮藏】描述。
4. 外盒增加“运动员慎用”。
5. 外盒的一个“IPSEN”英文标识变更为“益普生”中文标识。",2025-09-10,国家药品监督管理局药品审评中心,已备案
国备2025002206,中文：司美格鲁肽注射液;英文/拉丁文：Semaglutide Injection,国药准字SJ20210014,中文名称：诺和诺德制药有限公司;英文名称：Novo Nordisk Pharma AG,"8302 Kloten, Switzerland",中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Novo Alle，2880 Bagsvaerd，Denmark；Brennum Park, 3400 Hillerød, Denmark",诺和诺德（中国）制药有限公司,天津经济技术开发区南海路,按照国家药监局关于实施2025年版《中华人民共和国药典》有关事宜的公告（2025年第32号）规定，对本品的进口药品注册标准进行文字性修订，将引用的《中国药典》版本号修订为2025年版。,2025-09-04,国家药品监督管理局药品审评中心,已备案
国备2025002207,中文：司美格鲁肽注射液;英文/拉丁文：Semaglutide Injection,国药准字SJ20210015,中文名称：诺和诺德制药有限公司;英文名称：Novo Nordisk Pharma AG,"8302 Kloten, Switzerland",中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Novo Alle，2880 Bagsvaerd，Denmark；Brennum Park, 3400 Hillerød, Denmark",诺和诺德（中国）制药有限公司,天津经济技术开发区南海路,按照国家药监局关于实施2025年版《中华人民共和国药典》有关事宜的公告（2025年第32号）规定，对本品的进口药品注册标准进行文字性修订，将引用的《中国药典》版本号修订为2025年版。,2025-09-04,国家药品监督管理局药品审评中心,已备案
国备2025001986,中文：盐酸二甲双胍片;英文/拉丁文：Metformin Hydrochloride Tablets,国药准字HJ20200040,中文名称：不适用;英文名称：MERCK SANTE s.a.s.,"37, rue Saint Romain - 69379 LYON CEDEX 08 - France",中文名称：不适用;英文名称：MERCK SANTE,2 rue du Pressoir Vert - 45400 SEMOY-France,默克雪兰诺有限公司,北京市顺义区保汇一街2号院1号（天竺综合保税区D08-20）,盐酸二甲双胍片（规格：0.5g）进口小包装再注册于2025年7月31日获得批准。同时，本品进口大包装（包装规格：20千克/桶）的备案申请已获得公示。现申请由本品现分包装企业默克制药（江苏）有限公司继续对本品进行分包装。,2025-08-15,国家药品监督管理局药品审评中心,已备案
国备2025001955,中文：人血白蛋白;英文/拉丁文：Human Albumin,国药准字SJ20210028,中文名称：无;英文名称：Bio Products Laboratory Limited,"Dagger Lane, Elstree, Borehamwood, WD63BX, United Kingdom",中文名称：无;英文名称：Bio Products Laboratory Limited,"Dagger Lane, Elstree, Borehamwood, WD63BX, United Kingdom",杭州健生医药有限公司,浙江省杭州市上城区泛海国际中心1幢2001室、2002室、2003室、2004室,在Kedrion S.p.A增加了一个新的检测实验室，用于对血浆池进行NAT和血清学检测，以及NAT和血清学检测试剂盒。,2025-09-03,国家药品监督管理局药品审评中心,已备案
国备2025001998,中文：乌司奴单抗注射液;英文/拉丁文：Ustekinumab Injection,国药准字 SJ20170047,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：Cilag AG;英文名称：Cilag AG,"Hochstrasse 201, 8200 Schaffhausen, Switzerland",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,由于本品最新批准（2025年7月23日）说明书中【贮藏】项下新增“请将本品放在儿童不能接触的地方。”的描述，瓶贴、纸盒随说明书做相应更新。,2025-08-16,国家药品监督管理局药品审评中心,已备案
国备2025001999,中文：乌司奴单抗注射液;英文/拉丁文：Ustekinumab Injection,国药准字 SJ20170046,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：Cilag AG;英文名称：Cilag AG,"Hochstrasse 201, 8200 Schaffhausen, Switzerland",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,由于本品最新批准（2025年7月23日）说明书中【贮藏】项下新增“请将本品放在儿童不能接触的地方。”的描述，瓶贴、纸盒随说明书做相应更新。,2025-08-16,国家药品监督管理局药品审评中心,已备案
国备2025002002,中文：塞利尼索片;英文/拉丁文：Selinexor Tablets,国药准字HJ20210083,中文名称：————;英文名称：Karyopharm Therapeutics Inc.,"85 Wells Avenue, Suite 210, Newton, MA 02459 United States of America","中文名称：————;英文名称：Catalent CTS, LLC","10245 Hickman Mills Drive, Kansas City, MO 64137 United States of America",德琪（浙江）医药科技有限公司,浙江省绍兴滨海新城沥海镇马欢路398号科创园4号楼315室,"1. 根据国家药品监督管理局批准的药品注册证书及其附件药品说明书和标签，对本地分包装药品说明书及标签进行如下修订：1）修订包装药品说明书【适应症】、【用法用量】、【不良反应】、【老年用药】、【临床试验】项下相关内容；3）修订分包装药品标签上【适应症】项下内容。 除按照已批准的说明书和标签进行修订外，其他文字内容均未发生变更，且变更后的说明书和包装标签符合24号令的规定。
2. 按照国家药品监督管理局发布的《境外药品上市许可持有人指定境内责任人管理暂行规定》在药品说明书中增加【境内责任人】项。",2025-08-21,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025002099,中文：注射用舒巴坦钠/注射用度洛巴坦钠组合包装;英文/拉丁文：Sulbactam Sodium for Injection/Durlobactam Sodium for Injection(co- packaged),国药准字HJ20240024,"中文名称：Entasis Therapeutics, Inc.;英文名称：Entasis Therapeutics, Inc.","930 Winter St - Suite 1500, Waltham, MA 02451 United States of America","中文名称：Mitim S.r.l.；Lyophilization Services of New England, Inc. (LSNE);英文名称：Mitim S.r.l.；Lyophilization Services of New England, Inc. (LSNE)","Via Gian Battista Cacciamali 34, Brescia, Brescia 25125 ITALY；25 Commerce Drive, Bedford, NH 03110 United States of America",再鼎医药（上海）有限公司,中国（上海）自由贸易试验区哈雷路899号1幢B座1-3层、5-8层,新增Apex Pharma Marketing Pte. Ltd.为本品的组合包装次级包装厂，地址位于4 Loyang Way 1 #03-03 Singapore 508708。并相应修订生产工艺信息表。,2025-08-22,国家药品监督管理局药品审评中心,已备案
Y国备2025002785,中文：枸橼酸西地那非;英文/拉丁文：Sildenafil Citrate,Y20170000462,中文名称：Pharmaceutical Works Polpharma S.A.;英文名称：Pharmaceutical Works Polpharma S.A.,"19 Pelplinska Str. , 83-200 Starogard Gdanski Poland",中文名称：Pharmaceutical Works Polpharma S.A.;英文名称：Pharmaceutical Works Polpharma S.A.,"19 Pelplinska Str. , 83-200 Starogard Gdanski Poland",广州佰瑞医药有限公司,广州市黄埔区科学太道241号1701-1房,申请将原料药枸橼酸西地那非的执行标准由“国家食品药品监督管理局进口药品标准JX20180015”变更为“《中国药典》2025年版第二部标准及进口药品注册标准JX20180015”。性状、溶解度、吸收系数、红外鉴别、化学鉴别、酸度、有关物质、水分、炽灼残渣、重金属、含量执行《中国药典》2025年版第二部标准。红外鉴别、HPLC鉴别、化学鉴别、有关物质、有关物质II(杂质E）、1-甲基哌嗪含量（IC）、枸橼酸(IC）、残留溶剂、含量执行进口药品注册标准JX20180015标准。,2025-10-23,国家药品监督管理局药品审评中心,已备案
国备2025002590,中文：醋酸兰瑞肽缓释注射液（预充式）;英文/拉丁文：Lanreotide acetate sustained-release injection (a pre-filled syringe),国药准字HJ20190059,中文名称：无;英文名称：IPSEN PHARMA,70 rue Balard - 75015 Paris – France,中文名称：无;英文名称：IPSEN PHARMA BIOTECH,"Parc d'Activités du Plateau de Signes, Chemin Départemental n°402, 83870 SIGNES-France",益普生（天津）医药商贸有限公司,天津市和平区小白楼街大连道1号宝融大厦2号楼312室,"1. 说明书和外盒中上市许可持有人地址由“65, quai Georges Gorse，92100 BOULOGNE-BILLANCOURT- FRANCE”变更为“70 rue Balard - 75015 Paris – France”；2.说明书中上市许可持有人邮政编码由“92100”变更为“75015”； 3.外盒中的一个“IPSEN”英文标识变更为“益普生”中文标识。",2025-10-10,国家药品监督管理局药品审评中心,已备案
国备2025002589,中文：醋酸兰瑞肽缓释注射液（预充式）;英文/拉丁文：Lanreotide acetate sustained-release injection (a pre-filled syringe),国药准字HJ20190058,中文名称：无;英文名称：IPSEN PHARMA,70 rue Balard - 75015 Paris – France,中文名称：无;英文名称：IPSEN PHARMA BIOTECH,"Parc d'Activités du Plateau de Signes, Chemin Départemental n°402, 83870 SIGNES-France",益普生（天津）医药商贸有限公司,天津市和平区小白楼街大连道1号宝融大厦2号楼312室,"1. 说明书和外盒中上市许可持有人地址由“65, quai Georges Gorse，92100 BOULOGNE-BILLANCOURT- FRANCE”变更为“70 rue Balard - 75015 Paris – France”；2.说明书中上市许可持有人邮政编码由“92100”变更为“75015”； 3.外盒中的一个“IPSEN”英文标识变更为“益普生”中文标识。",2025-10-10,国家药品监督管理局药品审评中心,已备案
